"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"658",0.581,0,0,0.408,0.011
"659",0.897,0,0.004,0.006,0.093
"660",0.602,0,0.078,0.203,0.117
"661",0,0.002,0.009,0.002,0.987
"662",0.944,0,0.001,0.019,0.036
"663",0.361,0,0.038,0.202,0.399
"664",0.381,0.001,0.007,0.54,0.071
"665",0.698,0,0.001,0.242,0.059
"666",0.957,0,0,0.039,0.004
"667",0.557,0,0.169,0.155,0.119
"668",0.335,0,0.009,0.149,0.507
"669",0.666,0,0.025,0.256,0.053
"670",0.689,0.001,0.009,0.243,0.058
"671",0.269,0.002,0.006,0.001,0.722
"672",0.426,0.001,0.007,0.159,0.407
"673",0,0,0.003,0,0.997
"674",0.56,0,0.015,0.249,0.176
"675",0.511,0.001,0.062,0.094,0.332
"676",0,0.001,0.006,0,0.993
"677",0.004,0.005,0.069,0,0.922
"678",0.115,0.002,0.059,0.106,0.718
"679",0.078,0,0.07,0.138,0.714
"680",0.412,0,0.037,0.236,0.315
"681",0.093,0,0.079,0.286,0.542
"682",0.38,0,0.041,0.532,0.047
"683",0.912,0,0,0.023,0.065
"684",0.878,0,0.002,0.075,0.045
"685",0.338,0.001,0.14,0.453,0.068
"686",0.725,0,0.054,0.12,0.101
"687",0,0,0.001,0,0.999
"688",0.822,0.005,0.009,0.048,0.116
"689",0.339,0,0.029,0.252,0.38
"690",0.933,0,0.005,0.015,0.047
"691",0.603,0,0.03,0.13,0.237
"692",0.63,0,0.005,0.145,0.22
"693",0.459,0,0.061,0.394,0.086
"694",0.227,0,0.01,0.703,0.06
"695",0.43,0.006,0.078,0.316,0.17
"696",0,0.019,0.12,0,0.861
"697",0.238,0,0.135,0.379,0.248
"698",0.001,0.002,0.048,0.005,0.944
"699",0.055,0.001,0.015,0.224,0.705
"700",0.038,0.003,0.099,0.399,0.461
"701",0.289,0.015,0.297,0.108,0.291
"702",0.829,0,0.006,0.094,0.071
"703",0.091,0.027,0.006,0,0.876
"704",0.305,0.007,0.023,0.004,0.661
"705",0.349,0,0.026,0.084,0.541
"706",0.904,0.003,0.002,0.019,0.072
"707",0.882,0,0.019,0.076,0.023
"708",0.13,0.004,0.008,0.297,0.561
"709",0.575,0.001,0.023,0.369,0.032
"710",0.726,0,0.004,0.2,0.07
"711",0.641,0,0.004,0.261,0.094
"712",0.942,0,0.005,0.004,0.049
"713",0,0,0.001,0,0.999
"714",0.499,0,0.025,0.377,0.099
"715",0.344,0,0.002,0.091,0.563
"716",0.594,0,0.007,0.362,0.037
"717",0.999,0,0,0,0.001
"718",0,0.002,0.005,0,0.993
"719",0.358,0,0.032,0.482,0.128
"720",0.771,0.001,0.006,0.041,0.181
"721",0.558,0,0.001,0.176,0.265
"722",0.112,0,0,0.001,0.887
"723",1,0,0,0,0
"724",0.34,0.001,0.028,0.303,0.328
"725",0.94,0,0,0.006,0.054
"726",0.624,0,0.004,0.32,0.052
"727",0.572,0.001,0.002,0.305,0.12
"728",0.351,0.001,0.04,0.515,0.093
"729",0.99,0,0,0.005,0.005
"730",0.91,0,0,0,0.09
"731",0.022,0.022,0.107,0.003,0.846
"732",0.12,0,0.164,0.501,0.215
"733",0.007,0.031,0.351,0.002,0.609
"734",0.479,0,0.009,0.466,0.046
"735",0.036,0,0.114,0.416,0.434
"736",0.943,0,0,0.001,0.056
"737",0.094,0.004,0.142,0.598,0.162
"738",0.482,0.035,0.076,0.054,0.353
"739",0,0.001,0.009,0,0.99
"740",0.928,0.002,0.008,0.034,0.028
"741",0.137,0,0.147,0.475,0.241
"742",0.821,0,0.033,0.133,0.013
"743",0.472,0.015,0.02,0.081,0.412
"744",0.121,0.192,0.044,0.001,0.642
"745",0.751,0,0.004,0.054,0.191
"746",0.006,0,0.007,0.004,0.983
"747",0.865,0,0,0.074,0.061
"748",0.331,0.006,0.252,0.165,0.246
"749",0.612,0.007,0.003,0.223,0.155
"750",0.043,0.001,0.048,0.013,0.895
"751",0.247,0.005,0.02,0.557,0.171
"752",0,0.001,0.006,0,0.993
"753",0.058,0.011,0.118,0.193,0.62
"754",0.769,0,0.001,0.174,0.056
"755",0.622,0,0.037,0.308,0.033
"756",0.628,0,0.007,0.298,0.067
"757",0.023,0,0.045,0.294,0.638
"758",0.103,0.002,0.242,0.466,0.187
"759",0.509,0,0.038,0.216,0.237
"760",0.388,0,0.003,0,0.609
"761",0.645,0.005,0.01,0.061,0.279
"762",0.627,0,0.014,0.007,0.352
"763",0.001,0.006,0.032,0.001,0.96
"764",0.001,0,0.024,0.005,0.97
"765",0,0.003,0.066,0.001,0.93
"766",0.977,0,0,0,0.023
"767",0,0,0.001,0,0.999
"768",0.385,0.006,0.107,0.272,0.23
"769",0,0,0,0,1
"770",0,0,0.004,0,0.996
"771",0.959,0,0,0.014,0.027
"772",0.001,0.128,0.237,0.001,0.633
"773",0.332,0,0,0.55,0.118
"774",0.674,0.022,0.025,0.228,0.051
"775",0,0.008,0.084,0.001,0.907
"776",0.722,0.001,0.024,0.044,0.209
"777",0.042,0.005,0.043,0.637,0.273
"778",0.244,0.003,0.027,0.585,0.141
"779",0.555,0.002,0.036,0.352,0.055
"780",0.093,0.018,0.009,0.01,0.87
"781",0.354,0,0.042,0.51,0.094
"782",0.072,0,0.141,0.666,0.121
"783",0.285,0,0.023,0.154,0.538
"784",0.677,0.003,0.001,0.281,0.038
"785",0.004,0.005,0.025,0,0.966
"786",0.724,0,0,0.105,0.171
"787",0.039,0.003,0.082,0.297,0.579
"788",0.328,0.011,0.043,0.49,0.128
"789",0.211,0,0.001,0.724,0.064
"790",0.834,0,0.036,0.097,0.033
"791",0.399,0.002,0.015,0.025,0.559
"792",0.05,0.002,0.031,0.168,0.749
"793",0.561,0,0.022,0.139,0.278
"794",0.209,0,0.033,0.516,0.242
"795",0.119,0,0.013,0.753,0.115
"796",0.083,0.004,0.052,0.599,0.262
"797",0.657,0,0.026,0.164,0.153
"798",0.369,0,0.015,0.568,0.048
"799",0.733,0.001,0.013,0.236,0.017
"800",0.659,0,0.002,0.3,0.039
"801",0.944,0,0.001,0.006,0.049
"802",0.28,0,0.065,0.433,0.222
"803",0.673,0,0.012,0.015,0.3
"804",0.402,0.001,0.012,0.445,0.14
"805",0.48,0,0.034,0.115,0.371
"806",0.186,0.155,0.212,0,0.447
"807",0.736,0.067,0.009,0.054,0.134
"808",0.947,0,0,0.04,0.013
"809",0.054,0.013,0.052,0.296,0.585
"810",0,0.01,0.004,0,0.986
"811",0.502,0,0.006,0.171,0.321
"812",0.524,0,0.019,0.267,0.19
"813",0.76,0,0.002,0.206,0.032
"814",0.303,0,0.02,0.059,0.618
"815",0.496,0,0.008,0.421,0.075
"816",0.473,0,0.063,0.188,0.276
"817",0.954,0,0.002,0.038,0.006
"818",0.359,0,0.009,0.539,0.093
"819",0.381,0,0.003,0.041,0.575
"820",0.35,0.001,0.015,0.057,0.577
"821",0.017,0.008,0.065,0.006,0.904
"822",0.049,0.082,0.043,0.005,0.821
"823",0.002,0.01,0.007,0,0.981
"824",0.297,0,0.004,0.107,0.592
"825",0.65,0,0,0.275,0.075
"826",0.728,0.026,0.024,0.045,0.177
"827",0.066,0.022,0.221,0.002,0.689
"828",0.586,0,0.018,0.077,0.319
"829",0.691,0,0.019,0.212,0.078
"830",0.006,0.062,0.012,0.001,0.919
"831",1,0,0,0,0
"832",0.529,0,0.005,0.235,0.231
"833",0.223,0.003,0.066,0.003,0.705
"834",0.64,0,0.002,0.034,0.324
"835",0.11,0.001,0.078,0.71,0.101
"836",0.157,0,0.028,0.196,0.619
"837",0.421,0,0.085,0.422,0.072
"838",0.009,0.017,0.624,0.042,0.308
"839",0,0.013,0.109,0.002,0.876
"840",0.48,0.005,0.012,0.471,0.032
"841",0.845,0,0.012,0.035,0.108
"842",0.679,0,0,0.001,0.32
"843",0.265,0.002,0.053,0.185,0.495
"844",0.721,0.016,0.003,0.221,0.039
"845",0.971,0,0,0.013,0.016
"846",0.541,0,0.014,0.382,0.063
"847",0.785,0,0.002,0,0.213
"848",0,0,0.001,0,0.999
"849",0.596,0,0.064,0.171,0.169
"850",0.742,0,0.009,0.223,0.026
"851",0.689,0.002,0.012,0.242,0.055
"852",0.172,0,0.208,0.427,0.193
"853",0.022,0.018,0.082,0.041,0.837
"854",0.351,0,0.009,0.475,0.165
"855",0.942,0,0,0.039,0.019
"856",0,0,0.01,0,0.99
"857",0.721,0,0.004,0.095,0.18
"858",0.038,0,0.18,0.288,0.494
"859",0.802,0,0.001,0.006,0.191
"860",0.602,0,0.016,0.343,0.039
"861",0,0.004,0.009,0.005,0.982
"862",0.368,0,0.037,0.422,0.173
"863",0.517,0,0.006,0.11,0.367
"864",0.001,0.005,0.019,0.001,0.974
"865",0,0,0,0,1
"866",0.522,0,0.054,0.151,0.273
"867",0,0,0,0,1
"868",0.51,0,0.002,0.43,0.058
"869",0.007,0.056,0.067,0,0.87
"870",0.599,0.006,0.009,0.334,0.052
"871",0.683,0,0.014,0.156,0.147
"872",0.496,0,0.006,0.274,0.224
"873",0.448,0,0.004,0.494,0.054
"874",0.904,0.005,0.004,0.012,0.075
"875",0.43,0.005,0.017,0.468,0.08
"876",0.442,0,0.045,0.417,0.096
"877",0.981,0.003,0,0.005,0.011
"878",0.321,0.004,0.014,0.128,0.533
"879",0.263,0,0.014,0.59,0.133
"880",0.234,0,0.027,0.441,0.298
"881",0.9,0,0.001,0.002,0.097
"882",0.982,0.004,0.003,0,0.011
"883",0.249,0.001,0.013,0.69,0.047
"884",0.241,0,0.01,0.587,0.162
"885",0.954,0.001,0,0.002,0.043
"886",0.637,0.008,0.005,0.325,0.025
"887",0.282,0.002,0.002,0.128,0.586
"888",0.873,0,0.004,0,0.123
"889",0.998,0,0,0.002,0
"890",0,0,0.001,0,0.999
"891",0.018,0.002,0.075,0.475,0.43
"892",0.088,0,0.036,0.168,0.708
"893",0.87,0,0,0.001,0.129
"894",0.081,0.001,0.211,0.553,0.154
"895",0.001,0.005,0.479,0.017,0.498
"896",0.742,0.005,0.005,0.001,0.247
"897",0.991,0,0,0.004,0.005
"898",0.406,0,0.028,0.384,0.182
"899",0.057,0.059,0.181,0.006,0.697
"900",0,0.005,0.01,0,0.985
"901",0.572,0.001,0.002,0,0.425
"902",0.547,0,0.105,0.211,0.137
"903",0,0.002,0.026,0,0.972
"904",0.919,0.005,0.005,0.005,0.066
"905",0.946,0,0.001,0.001,0.052
"906",0.678,0,0.002,0.136,0.184
"907",0.479,0,0.038,0.171,0.312
"908",0,0,0,0,1
"909",0.594,0.001,0.063,0.154,0.188
"910",0.247,0,0.045,0.238,0.47
"911",0.059,0,0.011,0.034,0.896
"912",0,0.001,0.003,0,0.996
"913",0.311,0.001,0.012,0.501,0.175
"914",0.063,0.001,0.009,0,0.927
"915",0.024,0.006,0.065,0.014,0.891
"916",0.392,0,0.029,0.098,0.481
"917",0.223,0,0.011,0.147,0.619
"918",0.001,0.004,0.013,0.01,0.972
"919",0,0.001,0.045,0,0.954
"920",0.505,0,0.022,0.439,0.034
"921",0.846,0,0.001,0.074,0.079
"922",0.807,0,0,0.145,0.048
"923",0.388,0,0.001,0.137,0.474
"924",0.098,0.056,0.057,0.003,0.786
"925",0.995,0,0.001,0.003,0.001
"926",0.722,0,0.007,0.033,0.238
"927",0.892,0,0.001,0.073,0.034
"928",0.404,0,0.08,0.3,0.216
"929",0.352,0.001,0.008,0.471,0.168
"930",0.542,0,0.006,0.05,0.402
"931",0,0.008,0.03,0,0.962
"932",0.271,0,0.01,0.049,0.67
"933",0.818,0.004,0.019,0.034,0.125
"934",0.402,0,0.033,0.083,0.482
"935",0,0,0.001,0.002,0.997
"936",0.582,0,0.025,0.197,0.196
"937",0.473,0,0.02,0.335,0.172
"938",0,0.025,0.032,0,0.943
"939",0.497,0.003,0.1,0.001,0.399
"940",0.357,0,0.004,0.094,0.545
"941",0.484,0,0.044,0.347,0.125
"942",0.251,0,0.007,0.128,0.614
"943",0.398,0,0.028,0.327,0.247
"944",0,0.01,0.013,0.001,0.976
"945",0.428,0.002,0.029,0.428,0.113
"946",0.649,0,0.002,0.303,0.046
"947",0.182,0.001,0.021,0.536,0.26
"948",0.049,0.001,0.128,0.404,0.418
"949",0.014,0,0.32,0.457,0.209
"950",0.995,0,0.001,0.003,0.001
"951",0.379,0,0.047,0.476,0.098
"952",0.009,0.016,0.195,0.021,0.759
"953",0.997,0,0,0.001,0.002
"954",0.129,0,0.018,0.543,0.31
"955",0.547,0,0.015,0.307,0.131
"956",0.846,0,0.01,0.064,0.08
"957",0.661,0,0.007,0.081,0.251
"958",0,0.012,0.019,0,0.969
"959",0.981,0,0.001,0.003,0.015
"960",0.009,0,0,0,0.991
"961",0.592,0,0.036,0.179,0.193
"962",0.024,0.023,0.519,0.081,0.353
"963",0.006,0.007,0.057,0.001,0.929
"964",0.469,0,0.013,0.157,0.361
"965",0.823,0,0,0.153,0.024
"966",0.186,0,0.117,0.443,0.254
"967",0.596,0.002,0.005,0.133,0.264
"968",0.915,0,0.003,0.01,0.072
"969",0.813,0,0,0.077,0.11
"970",0.223,0.002,0.044,0.667,0.064
"971",0.398,0,0.024,0.541,0.037
"972",0.42,0.001,0.012,0.443,0.124
"973",0.01,0.012,0.071,0.016,0.891
"974",0.932,0,0.002,0.006,0.06
"975",0.74,0,0.005,0.026,0.229
"976",0.35,0,0.01,0.46,0.18
"977",0.98,0.001,0,0,0.019
"978",0.796,0,0.001,0.12,0.083
"979",0.873,0,0,0.009,0.118
"980",0.704,0,0.007,0.042,0.247
"981",0.226,0.008,0.016,0.003,0.747
"982",0.318,0,0.062,0.401,0.219
"983",0.81,0,0.001,0.033,0.156
"984",0.796,0,0,0.179,0.025
"985",0.2,0.008,0.104,0.228,0.46
"986",0.337,0.002,0.002,0.105,0.554
"987",0.916,0.004,0.002,0.003,0.075
"988",0.507,0,0.002,0.239,0.252
"989",0,0,0.001,0.007,0.992
"990",0.745,0,0.002,0.1,0.153
"991",0.472,0,0.017,0.262,0.249
"992",0.001,0,0.079,0,0.92
"993",0.386,0,0.033,0.428,0.153
"994",0.993,0,0,0,0.007
"995",0.091,0.003,0.148,0.589,0.169
"996",0.802,0,0.002,0.128,0.068
"997",0,0,0.029,0,0.971
"998",0.518,0.001,0.017,0.412,0.052
"999",0.338,0,0.001,0.056,0.605
"1000",0.167,0.002,0.009,0.348,0.474
"1001",0.052,0.009,0.073,0.756,0.11
"1002",0.799,0,0.009,0.14,0.052
"1003",0.743,0,0.037,0.069,0.151
"1004",0.663,0,0.009,0.3,0.028
"1005",0.938,0,0,0.001,0.061
"1006",0.992,0,0,0.007,0.001
"1007",0.497,0,0.048,0.358,0.097
"1008",0.807,0,0.012,0.125,0.056
"1009",0.458,0.002,0.002,0.51,0.028
"1010",0,0.005,0.435,0,0.56
"1011",0.639,0,0.037,0.18,0.144
"1012",0.391,0,0.019,0.456,0.134
"1013",0.964,0.001,0.004,0.003,0.028
"1014",0.81,0,0,0.034,0.156
"1015",0.132,0,0.004,0.009,0.855
"1016",0.365,0.001,0.06,0.376,0.198
"1017",0.048,0.002,0.124,0.556,0.27
"1018",0.189,0,0.081,0.566,0.164
"1019",0.001,0.007,0.164,0.002,0.826
"1020",0.912,0.011,0.003,0.005,0.069
"1021",0.55,0,0.157,0.143,0.15
"1022",0.875,0,0.003,0.03,0.092
"1023",0.765,0,0.001,0.145,0.089
"1024",0.252,0,0.003,0.061,0.684
"1025",0.374,0.001,0.018,0.531,0.076
"1026",0.677,0,0.005,0.243,0.075
"1027",0.066,0,0.052,0.411,0.471
"1028",0.375,0.001,0.024,0.503,0.097
"1029",0.064,0,0.044,0.069,0.823
"1030",0.034,0.005,0.021,0.069,0.871
"1031",0.363,0,0.018,0.502,0.117
"1032",0.591,0,0.042,0.119,0.248
"1033",0.058,0.046,0.27,0.033,0.593
"1034",0.207,0,0.011,0.717,0.065
"1035",0.533,0.004,0.005,0.204,0.254
"1036",0.446,0,0.011,0.337,0.206
"1037",0.536,0,0.025,0.376,0.063
"1038",0.979,0,0.001,0.015,0.005
"1039",0.151,0.021,0.003,0.004,0.821
"1040",0.857,0,0.008,0.08,0.055
"1041",0.402,0.01,0.03,0.152,0.406
"1042",0.039,0.002,0.11,0.002,0.847
"1043",0.119,0,0.027,0.01,0.844
"1044",0.046,0.002,0.147,0.514,0.291
"1045",0.335,0,0.069,0.055,0.541
"1046",0.028,0.018,0.455,0.052,0.447
"1047",0.82,0,0.001,0.092,0.087
"1048",0.325,0,0.011,0.558,0.106
"1049",0.345,0,0,0.009,0.646
"1050",0.347,0,0.041,0.574,0.038
"1051",0.531,0,0.009,0.295,0.165
"1052",0.008,0.001,0.081,0.615,0.295
"1053",0.966,0,0.011,0.009,0.014
"1054",0.346,0,0.007,0.436,0.211
"1055",0.094,0.011,0.275,0.043,0.577
"1056",0.648,0,0.015,0.109,0.228
"1057",0.928,0,0.004,0.007,0.061
"1058",0.009,0,0.019,0.297,0.675
"1059",0.322,0.017,0.149,0.009,0.503
"1060",0.163,0.043,0.024,0.008,0.762
"1061",0,0,0,0.002,0.998
"1062",0.363,0.001,0.11,0.422,0.104
"1063",0.443,0.003,0.012,0.361,0.181
"1064",0.002,0.047,0.007,0,0.944
"1065",0.942,0,0.005,0.001,0.052
"1066",0.999,0,0,0,0.001
"1067",0.014,0.008,0.106,0.602,0.27
"1068",0.753,0.001,0.003,0.053,0.19
"1069",0,0.001,0,0,0.999
"1070",0.712,0,0.001,0.239,0.048
"1071",0.787,0.012,0.007,0.025,0.169
"1072",0.455,0.064,0.152,0.019,0.31
"1073",0.327,0,0.027,0.53,0.116
"1074",0.123,0.001,0.014,0.705,0.157
"1075",0.4,0.002,0.04,0.46,0.098
"1076",0.713,0.003,0.001,0.066,0.217
"1077",0.284,0,0.076,0.441,0.199
"1078",0.076,0,0.096,0.634,0.194
"1079",0.972,0,0.003,0.007,0.018
"1080",0.265,0,0.043,0.622,0.07
"1081",0.114,0.001,0.001,0,0.884
"1082",0.052,0.011,0.011,0.002,0.924
"1083",0.974,0,0,0.025,0.001
"1084",0.001,0.025,0.027,0.007,0.94
"1085",0.33,0.003,0.025,0.475,0.167
"1086",0.272,0,0.015,0.518,0.195
"1087",0.329,0.001,0.005,0.526,0.139
"1088",0.029,0.004,0.051,0.03,0.886
"1089",0.051,0,0.067,0.585,0.297
"1090",0.001,0,0.038,0,0.961
"1091",0.346,0,0.111,0.514,0.029
"1092",0.77,0.001,0.008,0.135,0.086
"1093",0.16,0.025,0.008,0.005,0.802
"1094",0.194,0.002,0.056,0.207,0.541
"1095",0.088,0.001,0.007,0.133,0.771
"1096",0.333,0,0.032,0.532,0.103
"1097",0,0.002,0.01,0.001,0.987
"1098",0.256,0,0.107,0.556,0.081
"1099",0.041,0,0.215,0.465,0.279
"1100",0.228,0,0.007,0.495,0.27
"1101",0.01,0.042,0.226,0.007,0.715
"1102",0.357,0,0.011,0.392,0.24
"1103",0,0,0.001,0,0.999
"1104",0.493,0,0.013,0.332,0.162
"1105",0,0.02,0.019,0,0.961
"1106",0.543,0.015,0.008,0.242,0.192
"1107",0.493,0,0.03,0.345,0.132
"1108",0.636,0,0.024,0.262,0.078
"1109",0.938,0,0.001,0.015,0.046
"1110",0,0.011,0.085,0.001,0.903
"1111",0.886,0,0.005,0.018,0.091
"1112",0.098,0.001,0.024,0.114,0.763
"1113",0.623,0,0,0.365,0.012
"1114",0.614,0,0.004,0.131,0.251
"1115",0.029,0.03,0.351,0.105,0.485
"1116",0.285,0,0.078,0.47,0.167
"1117",0.127,0.003,0.015,0.058,0.797
"1118",0.623,0,0.001,0.363,0.013
"1119",0.632,0,0.011,0.213,0.144
"1120",0.549,0,0.003,0.434,0.014
"1121",0.112,0.017,0.039,0,0.832
"1122",0.683,0,0.006,0.04,0.271
"1123",0,0,0.002,0,0.998
"1124",0.904,0.05,0.003,0.001,0.042
"1125",0.674,0,0.009,0.163,0.154
"1126",0.615,0.007,0.018,0.041,0.319
"1127",0.009,0.005,0.07,0.109,0.807
"1128",0.506,0,0.076,0.173,0.245
"1129",0.605,0.002,0.003,0.169,0.221
"1130",0.302,0,0.004,0.587,0.107
"1131",0.675,0,0,0.323,0.002
"1132",0.096,0.006,0.003,0.001,0.894
"1133",0.675,0,0.006,0.019,0.3
"1134",0.029,0.014,0.213,0.074,0.67
"1135",0.002,0.023,0.097,0.013,0.865
"1136",0,0.002,0.012,0,0.986
"1137",0.121,0.028,0.291,0.028,0.532
"1138",0.76,0.001,0.014,0.05,0.175
"1139",0.71,0,0,0.181,0.109
"1140",0.408,0.004,0.015,0.132,0.441
"1141",0.139,0.001,0.006,0.058,0.796
"1142",0.939,0,0,0.054,0.007
"1143",0.809,0,0.017,0.067,0.107
"1144",0.007,0.002,0.008,0.316,0.667
"1145",0.004,0.002,0.651,0.009,0.334
"1146",0.756,0,0,0.09,0.154
"1147",0.295,0,0.046,0.454,0.205
"1148",0.94,0,0.001,0.009,0.05
"1149",0.477,0,0.019,0.169,0.335
"1150",0.128,0.011,0.016,0.084,0.761
"1151",0.873,0,0.004,0.015,0.108
"1152",0.429,0.001,0.011,0.422,0.137
"1153",0.992,0,0,0.003,0.005
"1154",0.513,0.026,0.027,0.003,0.431
"1155",0.233,0,0.026,0.465,0.276
"1156",0.472,0,0.004,0.259,0.265
"1157",0.128,0.001,0.091,0.668,0.112
"1158",0.369,0.005,0.031,0.502,0.093
"1159",0.501,0,0.021,0.372,0.106
"1160",0.272,0.001,0.023,0.115,0.589
"1161",0.595,0,0.002,0.038,0.365
"1162",0.99,0,0,0.003,0.007
"1163",0.042,0.012,0.173,0.548,0.225
"1164",0.677,0,0.003,0.287,0.033
"1165",0.646,0.002,0.135,0.176,0.041
"1166",0.795,0.001,0.01,0.139,0.055
"1167",0.016,0.002,0.114,0.083,0.785
"1168",0.338,0,0.005,0.541,0.116
"1169",0.034,0.001,0.116,0.687,0.162
"1170",0,0.001,0,0,0.999
"1171",0.643,0,0.001,0.304,0.052
"1172",0.451,0.022,0.104,0.037,0.386
"1173",0.474,0.001,0.005,0.156,0.364
"1174",0,0,0.004,0,0.996
"1175",0.644,0,0.136,0.177,0.043
"1176",0.973,0,0.006,0.003,0.018
"1177",0.883,0,0.005,0.063,0.049
"1178",0.754,0,0.028,0.202,0.016
"1179",0.414,0.003,0.014,0.041,0.528
"1180",0.004,0.021,0.107,0.002,0.866
"1181",0.003,0.002,0.103,0,0.892
"1182",0.574,0,0.032,0.217,0.177
"1183",0.962,0,0.004,0.001,0.033
"1184",0.918,0.001,0.013,0.007,0.061
"1185",0.867,0,0.011,0.012,0.11
"1186",0,0.029,0.032,0.019,0.92
"1187",0.421,0,0.022,0.101,0.456
"1188",0.016,0.002,0.111,0.407,0.464
"1189",0.171,0,0.034,0.765,0.03
"1190",0,0.034,0.005,0,0.961
"1191",0.96,0,0,0.026,0.014
"1192",0,0,0,0,1
"1193",0.028,0.001,0.025,0.306,0.64
"1194",0.186,0,0.243,0.446,0.125
"1195",0.065,0.003,0.117,0.357,0.458
"1196",0.357,0,0.029,0.541,0.073
"1197",0.324,0,0.021,0.517,0.138
"1198",0.377,0,0.03,0.464,0.129
"1199",0.427,0.017,0.007,0.214,0.335
"1200",0.797,0.003,0.01,0.136,0.054
"1201",0.002,0.01,0.104,0.005,0.879
"1202",0.457,0.001,0,0.018,0.524
"1203",0.859,0,0.001,0.011,0.129
"1204",0,0.032,0.098,0.006,0.864
"1205",0,0,0.019,0,0.981
"1206",0.815,0.003,0.001,0.071,0.11
"1207",0.219,0.001,0.386,0.046,0.348
"1208",0.505,0,0.016,0.118,0.361
"1209",0.147,0.003,0.07,0.342,0.438
"1210",0.363,0.006,0.299,0.209,0.123
"1211",0.591,0.003,0.005,0.092,0.309
"1212",0.994,0,0,0.002,0.004
"1213",0.558,0,0.003,0.043,0.396
"1214",0.009,0.013,0.11,0.003,0.865
"1215",0.998,0,0,0,0.002
"1216",0.308,0,0.038,0.577,0.077
"1217",0.375,0,0.03,0.338,0.257
"1218",0.002,0,0,0,0.998
"1219",0.427,0,0.067,0.216,0.29
"1220",0.015,0.006,0.51,0.011,0.458
"1221",0.425,0,0.004,0.44,0.131
"1222",0.972,0,0,0.027,0.001
"1223",0.654,0,0.035,0.278,0.033
"1224",0.053,0.004,0.184,0.034,0.725
"1225",0.083,0.014,0.025,0.037,0.841
"1226",0.862,0,0.003,0.027,0.108
"1227",0.281,0,0.006,0.608,0.105
"1228",0.032,0.002,0.006,0.148,0.812
"1229",0.332,0.001,0.004,0.055,0.608
"1230",0.877,0,0.004,0.002,0.117
"1231",0.901,0,0,0.068,0.031
"1232",0.961,0.021,0,0.013,0.005
"1233",0.319,0,0.075,0.339,0.267
"1234",0,0,0.06,0,0.94
"1235",0.311,0,0.009,0.64,0.04
"1236",0.582,0.002,0.032,0.223,0.161
"1237",0.53,0,0.011,0.184,0.275
"1238",0.82,0,0.002,0.142,0.036
"1239",0,0.002,0.012,0,0.986
"1240",0.584,0.002,0.021,0.326,0.067
"1241",0.309,0.008,0.092,0.118,0.473
"1242",0.017,0.007,0.058,0.062,0.856
"1243",0.008,0.016,0.013,0.01,0.953
"1244",0.095,0.03,0.042,0.594,0.239
"1245",0.01,0.083,0.567,0.043,0.297
"1246",0.004,0.008,0.502,0.159,0.327
"1247",0.728,0,0,0.224,0.048
"1248",0.71,0,0.005,0.058,0.227
"1249",0.718,0,0.005,0.049,0.228
"1250",0.029,0.014,0.097,0.023,0.837
"1251",0.399,0.002,0.008,0.566,0.025
"1252",0.8,0,0.003,0.041,0.156
"1253",0.819,0,0,0.164,0.017
"1254",0,0.001,0.001,0,0.998
"1255",0.662,0,0.002,0.044,0.292
"1256",0.372,0,0.018,0.389,0.221
"1257",0.715,0.003,0.002,0.263,0.017
"1258",0,0,0.007,0,0.993
"1259",0.563,0,0.018,0.377,0.042
"1260",0.931,0,0.007,0.043,0.019
"1261",0.154,0,0.02,0.563,0.263
"1262",0.4,0.002,0.011,0.146,0.441
"1263",0.475,0.001,0.067,0.276,0.181
"1264",0.4,0.009,0.076,0.031,0.484
"1265",0.513,0.001,0.025,0.331,0.13
"1266",0.076,0,0.058,0.121,0.745
"1267",0.987,0,0,0.01,0.003
"1268",0.576,0,0.004,0.373,0.047
"1269",0.834,0,0.001,0.003,0.162
"1270",0.561,0.008,0.009,0.381,0.041
"1271",0.66,0.002,0.022,0.232,0.084
"1272",0.441,0,0.007,0.052,0.5
"1273",0.238,0.007,0.024,0.677,0.054
"1274",0.672,0,0.015,0.206,0.107
"1275",0.229,0,0.049,0.102,0.62
"1276",0.697,0,0.003,0.049,0.251
"1277",0.146,0.008,0.025,0,0.821
"1278",0.016,0.003,0.018,0.083,0.88
"1279",0.007,0.041,0.282,0.021,0.649
"1280",0.632,0.001,0.004,0.041,0.322
"1281",0.058,0.052,0.339,0.218,0.333
"1282",0.566,0,0.015,0.229,0.19
"1283",0.085,0.001,0.073,0.275,0.566
"1284",0.643,0,0.008,0.181,0.168
"1285",0.232,0,0.028,0.588,0.152
"1286",0,0,0.001,0,0.999
"1287",0.897,0,0.004,0.061,0.038
"1288",0.024,0.001,0.035,0.41,0.53
"1289",0.191,0.005,0.042,0.681,0.081
"1290",0,0.001,0,0,0.999
"1291",0.305,0,0.131,0.397,0.167
"1292",0.889,0.001,0.002,0.049,0.059
"1293",0.982,0,0.001,0.015,0.002
"1294",0.09,0.001,0.106,0.244,0.559
"1295",0.699,0.002,0,0.274,0.025
"1296",0.485,0.001,0.114,0.141,0.259
"1297",0,0,0.008,0,0.992
"1298",0.732,0,0.005,0.227,0.036
"1299",0.03,0,0.038,0.366,0.566
"1300",0,0,0.005,0,0.995
"1301",0.069,0.002,0.034,0.108,0.787
